day,location,flower_id,clear_count,cloudy_count,amber_count,clear_normalized,cloudy_normalized,amber_normalized,var,rep,total_cbd,total_thc,total_cbg,total_c,total_thc_next_day
8,greenhouse,118,235,3152,1145,0.0519,0.6955,0.2526,805-12,805-12-6,11.290725520052131,4.331083238448652,0.46766445606315,16.089473214563935,4.331083238448652
8,greenhouse,117,1568,4681,253,0.2412,0.7199,0.0389,616,616-6,0.14751888690228301,16.586191313831083,0.59205966812766,17.325769868861027,16.586191313831083
8,greenhouse,116,398,2291,173,0.1391,0.8005,0.0604,1416-3,1416-3-5,0.12409112713460399,12.144345586354289,0.50811331933737,12.776550032826263,12.144345586354289
8,greenhouse,115,1170,3229,395,0.2441,0.6736,0.0824,616,616-4,0.21518397611588702,15.870299366526385,0.732862618731,16.818345961373275,15.870299366526385
8,greenhouse,114,349,3419,683,0.0784,0.7681,0.1534,805-12,805-12-2,10.412960649892108,4.279829539396,0.35884069041438,15.051630879702488,4.279829539396
8,greenhouse,113,284,2352,608,0.0875,0.725,0.1874,1416-3,1416-3-8,0.13753063497203102,9.8020562605772,0.50999067854847,10.449577574097699,9.8020562605772
8,greenhouse,112,366,4336,1690,0.0573,0.6783,0.2644,805-12,805-12-7,10.66790247903369,4.277883249094,0.332357560631604,15.278143288759294,4.277883249094
8,greenhouse,111,1494,5495,1080,0.1852,0.681,0.1338,616,616-7,0.10992705733802702,14.802700710949736,0.51993431431389,15.432562082601653,14.802700710949736
8,greenhouse,110,415,2988,466,0.1073,0.7723,0.1204,1416-3,1416-3-6,0.113692228458084,11.549093471610874,0.63885572379648,12.301641423865439,11.549093471610874
8,greenhouse,109,373,3488,980,0.0771,0.7205,0.2024,805-12,805-12-5,10.274199209968591,4.250252365924,0.40914365555205,14.933595231444642,4.250252365924
8,greenhouse,108,262,2126,351,0.0957,0.7762,0.1281,1416-3,1416-3-4,0.142127050845393,12.14875496857,0.55633286835045,12.847214887765842,12.14875496857
8,greenhouse,107,1458,5280,518,0.2009,0.7277,0.0714,616,616-3,0.125187342415029,15.018564379010993,0.5636878295592601,15.707439550985281,15.018564379010993
8,greenhouse,106,420,2428,359,0.131,0.7571,0.1119,1416-3,1416-3-1,0.11027991274617599,14.028708383511335,0.430259220504,14.56924751676151,14.028708383511335
8,lab,120,878,2222,1845,0.1776,0.4493,0.3731,805-12,805-12-8,10.33098590329722,4.263218295997,0.37993115698758,14.974135356281801,
8,lab,119,1221,2634,293,0.2944,0.635,0.0706,616,616-8,0.109954127931399,14.75895922086013,0.63638010469746,15.505293453488989,
8,lab,118,1020,2832,1139,0.2044,0.5674,0.2282,805-12,805-12-6,11.290725520052131,4.331083238448652,0.46766445606315,16.089473214563935,
8,lab,117,1167,2813,237,0.2767,0.6671,0.0562,616,616-6,0.14751888690228301,16.586191313831083,0.59205966812766,17.325769868861027,
8,lab,116,812,1911,244,0.2737,0.6441,0.0822,1416-3,1416-3-5,0.12409112713460399,12.144345586354289,0.50811331933737,12.776550032826263,
8,lab,115,932,1920,392,0.2873,0.5919,0.1208,616,616-4,0.21518397611588702,15.870299366526385,0.732862618731,16.818345961373275,
8,lab,114,1069,2289,800,0.2571,0.5505,0.1924,805-12,805-12-2,10.412960649892108,4.279829539396,0.35884069041438,15.051630879702488,
8,lab,113,534,2678,492,0.1442,0.723,0.1328,1416-3,1416-3-8,0.13753063497203102,9.8020562605772,0.50999067854847,10.449577574097699,
8,lab,112,666,2063,1007,0.1783,0.5522,0.2695,805-12,805-12-7,10.66790247903369,4.277883249094,0.332357560631604,15.278143288759294,
8,lab,111,813,2653,425,0.2089,0.6818,0.1092,616,616-7,0.10992705733802702,14.802700710949736,0.51993431431389,15.432562082601653,
8,lab,110,532,1482,215,0.2387,0.6649,0.0965,1416-3,1416-3-6,0.113692228458084,11.549093471610874,0.63885572379648,12.301641423865439,
8,lab,109,372,1767,607,0.1355,0.6435,0.221,805-12,805-12-5,10.274199209968591,4.250252365924,0.40914365555205,14.933595231444642,
8,lab,108,480,1862,276,0.1833,0.7112,0.1054,1416-3,1416-3-4,0.142127050845393,12.14875496857,0.55633286835045,12.847214887765842,
8,lab,107,1309,2806,276,0.2981,0.639,0.0629,616,616-3,0.125187342415029,15.018564379010993,0.5636878295592601,15.707439550985281,
8,lab,106,1149,4654,468,0.1832,0.7421,0.0746,1416-3,1416-3-1,0.11027991274617599,14.028708383511335,0.430259220504,14.56924751676151,
9,greenhouse,150,422,2943,1135,0.0938,0.654,0.2522,805-12,805-12-6,9.31230154836135,4.295235293266,0.275964243780483,13.883501085407833,4.295235293266
9,greenhouse,149,1409,3925,276,0.2512,0.6996,0.0492,616,616-6,0.11421666049243501,15.328920822777174,0.5563072432960199,15.99944472656563,15.328920822777174
9,greenhouse,148,865,4758,1547,0.1206,0.6636,0.2158,805-12,805-12-4,10.19637776985264,4.350038583224461,0.30276439903242,14.849180752109522,4.350038583224461
9,greenhouse,147,1585,3683,277,0.2858,0.6642,0.05,616,616-4,0.07574614572383101,16.140378734582757,0.46485080479386,16.680975685100446,16.140378734582757
9,greenhouse,146,644,3724,511,0.132,0.7633,0.1047,1416-3,1416-3-3,0.139393362074652,13.654776648807337,0.50164170764985,14.295811718531837,13.654776648807337
9,greenhouse,145,496,3680,1491,0.0875,0.6494,0.2631,805-12,805-12-2,9.161770394037061,4.283762866528,0.26183751469370997,13.70737077525877,4.283762866528
9,greenhouse,144,384,2514,276,0.121,0.7921,0.087,1416-3,1416-3-2,0.085050565598691,13.588434070069242,0.43767321481448995,14.111157850482423,13.588434070069242
9,greenhouse,143,476,2918,775,0.1142,0.6999,0.1859,1416-3,1416-3-8,0.066905411577381,11.324142955745554,0.34401351215394,11.735061879476874,11.324142955745554
9,greenhouse,142,1124,4087,648,0.1918,0.6976,0.1106,616,616-7,0.08478411564069901,15.502723036850472,0.40755618982673997,15.995063342317913,15.502723036850472
9,greenhouse,141,480,3163,443,0.1175,0.7741,0.1084,1416-3,1416-3-6,0.11957599856731502,13.93459875765408,0.38671288317999,14.440887639401385,13.93459875765408
9,greenhouse,140,577,4881,1448,0.0836,0.7068,0.2097,805-12,805-12-5,9.201727585558979,4.309520059039,0.32875707613824,13.84000472073622,4.309520059039
9,greenhouse,139,1581,4702,299,0.2402,0.7144,0.0454,616,616-5,0.14677045396875,15.380277642022898,0.47279080781253,15.999838903804179,15.380277642022898
9,greenhouse,138,530,4174,1243,0.0891,0.7019,0.209,805-12,805-12-3,9.851535908668259,4.356176353214044,0.33930730544634,14.547019567328643,4.356176353214044
9,greenhouse,137,1141,2889,198,0.2699,0.6833,0.0468,616,616-3,0.073643857458489,16.00962396188075,0.46597842248481003,16.549246241824047,16.00962396188075
9,greenhouse,136,379,2931,399,0.1022,0.7902,0.1076,1416-3,1416-3-1,0.12022757462277,13.229056611261788,0.45982415857437003,13.809108344458929,13.229056611261788
9,lab,150,531,1998,1743,0.1243,0.4677,0.408,805-12,805-12-6,9.31230154836135,4.295235293266,0.275964243780483,13.883501085407833,
9,lab,149,1069,2728,284,0.2619,0.6685,0.0696,616,616-6,0.11421666049243501,15.328920822777174,0.5563072432960199,15.99944472656563,
9,lab,148,481,1506,562,0.1887,0.5908,0.2205,805-12,805-12-4,10.19637776985264,4.350038583224461,0.30276439903242,14.849180752109522,
9,lab,147,1334,2313,217,0.3452,0.5986,0.0562,616,616-4,0.07574614572383101,16.140378734582757,0.46485080479386,16.680975685100446,
9,lab,146,650,2387,406,0.1888,0.6933,0.1179,1416-3,1416-3-3,0.139393362074652,13.654776648807337,0.50164170764985,14.295811718531837,
9,lab,145,444,1603,758,0.1583,0.5715,0.2702,805-12,805-12-2,9.161770394037061,4.283762866528,0.26183751469370997,13.70737077525877,
9,lab,144,305,1419,199,0.1586,0.7379,0.1035,1416-3,1416-3-2,0.085050565598691,13.588434070069242,0.43767321481448995,14.111157850482423,
9,lab,143,212,908,199,0.1607,0.6884,0.1509,1416-3,1416-3-8,0.066905411577381,11.324142955745554,0.34401351215394,11.735061879476874,
9,lab,142,1060,1912,255,0.3285,0.5925,0.079,616,616-7,0.08478411564069901,15.502723036850472,0.40755618982673997,15.995063342317913,
9,lab,141,326,1369,190,0.1729,0.7263,0.1008,1416-3,1416-3-6,0.11957599856731502,13.93459875765408,0.38671288317999,14.440887639401385,
9,lab,140,346,1234,584,0.1599,0.5702,0.2699,805-12,805-12-5,9.201727585558979,4.309520059039,0.32875707613824,13.84000472073622,
9,lab,139,852,1602,168,0.3249,0.611,0.0641,616,616-5,0.14677045396875,15.380277642022898,0.47279080781253,15.999838903804179,
9,lab,138,565,1809,704,0.1836,0.5877,0.2287,805-12,805-12-3,9.851535908668259,4.356176353214044,0.33930730544634,14.547019567328643,
9,lab,137,934,1718,165,0.3316,0.6099,0.0586,616,616-3,0.073643857458489,16.00962396188075,0.46597842248481003,16.549246241824047,
9,lab,136,485,1825,195,0.1936,0.7285,0.0778,1416-3,1416-3-1,0.12022757462277,13.229056611261788,0.45982415857437003,13.809108344458929,
