day,location,flower_id,clear_count,cloudy_count,amber_count,clear_normalized,cloudy_normalized,amber_normalized,var,rep,total_cbd,total_thc,total_cbg,total_c,total_thc_next_day
5,lab,66,317,948,119,0.229,0.685,0.086,805-12,805-12-7,12.822887170985219,4.320538870027,0.6904040222754001,17.833830063287618,
5,lab,65,259,828,96,0.2189,0.6999,0.0811,1416-3,1416-3-6,0.17216381177046,13.563953409291402,0.7630731631793701,14.499190384241233,
5,lab,64,339,994,68,0.242,0.7095,0.0485,616,616-5,0.26911774935486,16.14690731746041,0.9136181486130299,17.329643215428298,
5,lab,63,728,2171,206,0.2345,0.6992,0.0663,805-12,805-12-3,14.329304594321489,4.360733473666,0.74046681364824,19.430504881635727,
5,lab,62,725,1591,54,0.3059,0.6713,0.0228,616,616-2,0.22038456578777998,16.68237593791,0.88750387792467,17.790264381622446,
5,lab,61,575,1199,44,0.3163,0.6595,0.0242,616,616-1,0.28707986539367997,16.462270649713027,0.9461470015630801,17.695497516669786,
6,greenhouse,90,145,2118,373,0.055,0.8035,0.1415,805-12,805-12-8,11.531241900443879,4.315969845211,0.48603445249337995,16.33324619814826,
6,greenhouse,89,1147,1461,42,0.4328,0.5513,0.0158,616,616-8,0.18367089985673998,15.89798227386957,0.72455278025214,16.80620595397845,
6,greenhouse,88,773,1601,120,0.3099,0.6419,0.0481,1416-3,1416-3-7,0.18186594131187,13.467996578370883,0.72311169003633,14.372974209719082,
6,greenhouse,87,432,2082,137,0.163,0.7854,0.0517,805-12,805-12-6,12.551187117125071,4.299115187146,0.6289214412289229,17.479223745499993,
6,greenhouse,86,1311,1529,44,0.4546,0.5302,0.0153,616,616-6,0.21598949953044,16.235270716452288,0.8103025076391002,17.26156272362183,
6,greenhouse,85,795,1891,79,0.2875,0.6839,0.0286,1416-3,1416-3-5,0.18495917182683,15.69560665240831,0.7950981759142499,16.67566400014939,
6,greenhouse,84,1480,1408,55,0.5029,0.4784,0.0187,616,616-4,0.32282181449703,15.739044366053784,0.95730147890919,17.019167659460006,
6,greenhouse,83,391,1184,117,0.2311,0.6998,0.0691,805-12,805-12-2,11.336009871989068,4.310973147154,0.484904346420897,16.131887365563966,
6,greenhouse,82,458,1267,63,0.2562,0.7086,0.0352,805-12,805-12-1,10.20112841042865,4.28605767238,0.7441991806063499,15.231385263415,
6,greenhouse,81,249,1283,201,0.1437,0.7403,0.116,1416-3,1416-3-8,0.17861974193466001,10.168112292804697,0.5574523557781799,10.904184390517537,
6,greenhouse,80,536,1756,73,0.2266,0.7425,0.0309,616,616-7,0.22205711157372,13.614101789076448,0.80610773870295,14.64226663935312,
6,greenhouse,79,79,720,83,0.0896,0.8163,0.0941,805-12,805-12-5,12.17838662006004,4.245564116792107,0.742087083493008,17.166037820345156,
6,greenhouse,78,106,559,47,0.1489,0.7851,0.066,1416-3,1416-3-4,0.14945162830317,10.09090530079406,0.57257470898082,10.81293163807805,
6,greenhouse,77,507,1072,21,0.3169,0.67,0.0131,616,616-3,0.20745470288438994,14.777499978258845,0.78617137242366,15.771126053566894,
6,greenhouse,76,87,591,44,0.1205,0.8186,0.0609,1416-3,1416-3-1,0.16688632707144,14.199187221399836,0.71555668639848,15.081630234869756,
7,greenhouse,104,808,1437,81,0.3474,0.6178,0.0348,1416-3,1416-3-7,0.150734220794865,12.370993534654202,0.6434271495792,13.165154905028267,12.370993534654202
7,greenhouse,105,1307,2108,130,0.3687,0.5946,0.0367,616,616-8,0.13000415981047198,14.22336242414318,0.5440872647037599,14.897453848657413,14.22336242414318
7,greenhouse,103,139,1804,681,0.053,0.6875,0.2595,805-12,805-12-6,9.525713608602,4.210348320654241,0.35426027638437296,14.090322205640614,4.210348320654241
7,greenhouse,102,679,2108,248,0.2237,0.6946,0.0817,616,616-6,0.15387687831379498,14.383112852277652,0.5605746497679601,15.097564380359406,14.383112852277652
7,greenhouse,101,381,1590,195,0.1759,0.7341,0.09,1416-3,1416-3-5,0.155873079743166,13.074244262618421,0.436117400604,13.666234742965587,13.074244262618421
7,greenhouse,100,698,3317,362,0.1595,0.7578,0.0827,805-12,805-12-4,12.0732919037145,4.290221006680546,0.43879353033393,16.802306440728973,4.290221006680546
7,greenhouse,99,484,1900,173,0.1893,0.7431,0.0677,1416-3,1416-3-3,0.17132073127325997,12.86733581599,0.69060014016741,13.72925668743067,12.86733581599
7,greenhouse,98,206,757,122,0.1899,0.6977,0.1124,1416-3,1416-3-2,0.16990845283232997,14.101338248589999,0.8190519439475701,15.090298645369899,14.101338248589999
7,greenhouse,97,383,1873,101,0.1625,0.7947,0.0429,805-12,805-12-1,12.02262577896429,4.355600740186,0.7519926609021599,17.13021918005245,4.355600740186
7,greenhouse,96,131,1290,262,0.0778,0.7665,0.1557,805-12,805-12-7,11.837751401325871,4.359520378912,0.40088722261932,16.59815900285719,4.359520378912
7,greenhouse,95,437,1550,268,0.1938,0.6874,0.1188,1416-3,1416-3-6,0.13093589051370003,12.128357751413459,0.66099601772802,12.920289659655179,12.128357751413459
7,greenhouse,94,1312,2008,89,0.3849,0.589,0.0261,616,616-5,0.163774585616877,15.535559422543164,0.7388589576861,16.43819296584614,15.535559422543164
7,greenhouse,93,373,1877,272,0.1479,0.7443,0.1079,805-12,805-12-3,9.77179447333755,4.237400228881,0.34121309877253797,14.35040780099109,4.237400228881
7,greenhouse,92,557,1715,128,0.2321,0.7146,0.0533,616,616-2,0.13888734747318,15.857997079549127,0.68595419753397,16.682838624556275,15.857997079549127
7,greenhouse,91,293,1325,120,0.1686,0.7624,0.069,616,616-1,0.135215291059083,15.093315645504637,0.62861420216286,15.85714513872658,15.093315645504637
7,lab,104,606,1860,176,0.2294,0.704,0.0666,1416-3,1416-3-7,0.150734220794865,12.370993534654202,0.6434271495792,13.165154905028267,
7,lab,105,903,1963,188,0.2957,0.6428,0.0616,616,616-8,0.13000415981047198,14.22336242414318,0.5440872647037599,14.897453848657413,
7,lab,103,634,2012,578,0.1967,0.6241,0.1793,805-12,805-12-6,9.525713608602,4.210348320654241,0.35426027638437296,14.090322205640614,
7,lab,102,895,2119,179,0.2803,0.6636,0.0561,616,616-6,0.15387687831379498,14.383112852277652,0.5605746497679601,15.097564380359406,
7,lab,101,667,2244,196,0.2147,0.7222,0.0631,1416-3,1416-3-5,0.155873079743166,13.074244262618421,0.436117400604,13.666234742965587,
7,lab,100,979,2440,553,0.2465,0.6143,0.1392,805-12,805-12-4,12.0732919037145,4.290221006680546,0.43879353033393,16.802306440728973,
7,lab,99,943,2996,242,0.2255,0.7166,0.0579,1416-3,1416-3-3,0.17132073127325997,12.86733581599,0.69060014016741,13.72925668743067,
7,lab,98,600,1963,187,0.2182,0.7138,0.068,1416-3,1416-3-2,0.16990845283232997,14.101338248589999,0.8190519439475701,15.090298645369899,
7,lab,97,697,1915,281,0.2409,0.6619,0.0971,805-12,805-12-1,12.02262577896429,4.355600740186,0.7519926609021599,17.13021918005245,
7,lab,96,655,1725,321,0.2425,0.6387,0.1188,805-12,805-12-7,11.837751401325871,4.359520378912,0.40088722261932,16.59815900285719,
7,lab,95,640,2295,205,0.2038,0.7309,0.0653,1416-3,1416-3-6,0.13093589051370003,12.128357751413459,0.66099601772802,12.920289659655179,
7,lab,94,898,2207,149,0.276,0.6782,0.0458,616,616-5,0.163774585616877,15.535559422543164,0.7388589576861,16.43819296584614,
7,lab,93,403,1706,347,0.1641,0.6946,0.1413,805-12,805-12-3,9.77179447333755,4.237400228881,0.34121309877253797,14.35040780099109,
7,lab,92,1039,2449,116,0.2883,0.6795,0.0322,616,616-2,0.13888734747318,15.857997079549127,0.68595419753397,16.682838624556275,
7,lab,91,964,2355,132,0.2793,0.6824,0.0382,616,616-1,0.135215291059083,15.093315645504637,0.62861420216286,15.85714513872658,
8,greenhouse,120,309,3107,1240,0.0664,0.6673,0.2663,805-12,805-12-8,10.33098590329722,4.263218295997,0.37993115698758,14.974135356281801,4.263218295997
8,greenhouse,119,1166,4234,333,0.2034,0.7385,0.0581,616,616-8,0.109954127931399,14.75895922086013,0.63638010469746,15.505293453488989,14.75895922086013
