Variety,Rep,Inf. Code,DAF,"Visual amber ratio
(%)",Fresh weight (gr),Dry weight (gr),Total CBD,Total THC,Total CBG,Total THCV,Total CBDV,Total CBGV,Total CBC,Total Cannabinoids,location,number,G-clear_count,G-cloudy_count,G-amber_count,G-clear_normalized,G-cloudy_normalized,G-amber_normalized,day_number,flower_index,Plant_id,VARIETY,location,number,L-clear_count,L-cloudy_count,L-amber_count,L-clear_normalized,L-cloudy_normalized,L-amber_normalized,day_number,flower_index,Plant_id
611,5,215,76,10,14.15,2.77,0.09,10.38,0.20,0.00,0.00,0.00,0.18,10.85,greenhouse,,,,,,,,,,,,,,,,,,,,,,
611,1,241,79,20,16.71,,0.10,13.66,0.31,0.00,0.00,0.00,0.00,14.07,greenhouse,241,373,1262,253,0.1976,0.6684,0.134,9,481,1,611,lab,241,383,671,76,0.3389,0.5938,0.0673,9,481,1
611,2,242,79,20,16.48,,0.09,10.93,0.25,0.00,0.00,0.00,0.06,11.33,greenhouse,242,220,1912,111,0.0981,0.8524,0.0495,9,482,2,611,lab,242,481,1020,121,0.2965,0.6289,0.0746,9,482,2
611,3,243,79,10,26.56,,0.07,9.78,0.25,0.00,0.00,0.00,0.05,10.17,greenhouse,243,963,2449,197,0.2668,0.6786,0.0546,9,483,3,611,lab,243,284,973,31,0.2205,0.7554,0.0241,9,483,3
611,4,244,79,10,12.91,,0.08,10.78,0.28,0.00,0.00,0.00,0.05,11.20,greenhouse,244,459,1268,186,0.2399,0.6628,0.0972,9,484,4,611,lab,244,191,322,21,0.3577,0.603,0.0393,9,484,4
611,5,245,79,10,15.67,,0.07,7.92,0.16,0.00,0.00,0.00,0.05,8.21,greenhouse,245,287,1707,190,0.1314,0.7816,0.087,9,485,5,611,lab,245,171,424,4,0.2855,0.7078,0.0067,9,485,5
616,1,6,51,0,16.7,3.77,0.08,10.79,0.89,0.05,0.00,0.00,0.19,12.00,greenhouse,6,698,648,78,0.4902,0.4551,0.0548,1,6,6,616,,,,,,,,,,,
616,2,7,51,0,14.62,3.37,0.09,13.21,0.99,0.07,0.00,0.00,0.28,14.63,greenhouse,7,198,967,38,0.1646,0.8038,0.0316,1,7,7,616,,,,,,,,,,,
616,3,8,51,0,12.15,2.78,0.09,12.68,0.95,0.06,0.00,0.00,0.22,14.01,greenhouse,8,690,585,50,0.5208,0.4415,0.0377,1,8,8,616,,,,,,,,,,,
616,4,9,51,0,18.5,4.48,0.09,13.56,1.00,0.07,0.00,0.00,0.20,14.92,greenhouse,9,264,724,116,0.2391,0.6558,0.1051,1,9,9,616,,,,,,,,,,,
616,5,10,51,0,20.16,4.62,0.10,15.50,1.24,0.08,0.00,0.00,0.25,17.18,greenhouse,10,489,1343,121,0.2504,0.6877,0.062,1,10,10,616,,,,,,,,,,,
616,1,36,55,0,17.07,3.97,0.12,18.45,1.21,0.07,0.00,0.00,0.24,20.09,,,,,,,,,,,,,,,,,,,,,,,
616,2,37,55,0,17.18,3.41,0.10,16.77,1.05,0.06,0.00,0.00,0.21,18.19,,,,,,,,,,,,,,,,,,,,,,,
616,3,38,55,0,12.41,2.78,0.10,16.53,1.05,0.07,0.00,0.00,0.18,17.94,,,,,,,,,,,,,,,,,,,,,,,
616,4,39,55,0,23.97,5.31,0.10,18.28,1.12,0.07,0.00,0.00,0.17,19.74,,,,,,,,,,,,,,,,,,,,,,,
616,5,40,55,0,22.26,5.06,0.11,18.99,1.13,0.07,0.00,0.00,0.21,20.52,,,,,,,,,,,,,,,,,,,,,,,
616,1,66,58,0,23.95,5.88,0.08,15.25,0.66,0.04,0.00,0.00,0.12,16.13,greenhouse,66,2349,642,32,0.777,0.2124,0.0106,3,126,6,616,lab,66,379,620,194,0.3177,0.5197,0.1626,3,126,6
616,2,67,58,0,22.45,5.47,0.09,18.50,0.82,0.07,0.00,0.00,0.12,19.61,greenhouse,67,992,1459,88,0.3907,0.5746,0.0347,3,127,7,616,lab,67,623,790,30,0.4317,0.5475,0.0208,3,127,7
616,3,68,58,0,25.36,5.83,0.08,16.47,0.70,0.04,0.00,0.00,0.12,17.42,greenhouse,68,1843,815,88,0.6712,0.2968,0.032,3,128,8,616,lab,68,380,602,50,0.3682,0.5833,0.0484,3,128,8
616,4,69,58,0,27.57,6.25,0.08,16.21,0.73,0.06,0.00,0.00,0.00,17.08,greenhouse,69,2598,924,22,0.7331,0.2607,0.0062,3,129,9,616,lab,69,162,94,16,0.5956,0.3456,0.0588,3,129,9
616,5,70,58,0,20.07,4.71,0.10,17.06,0.70,0.07,0.00,0.00,0.19,18.12,greenhouse,70,1110,596,43,0.6346,0.3408,0.0246,3,130,10,616,lab,70,644,639,31,0.4901,0.4863,0.0236,3,130,10
616,1,96,62,0,26.27,6.16,0.11,17.52,0.65,0.06,0.00,0.00,0.24,18.60,greenhouse,96,188,922,33,0.1645,0.8066,0.0289,4,186,6,616,lab,96,70,428,27,0.1333,0.8152,0.0514,4,186,6
616,2,97,62,0,19.21,4.4,0.08,16.59,0.53,0.06,0.00,0.00,0.18,17.45,greenhouse,97,168,763,11,0.1783,0.81,0.0117,4,187,7,616,lab,97,289,927,109,0.2181,0.6996,0.0823,4,187,7
616,3,98,62,0,27.21,6.22,0.11,18.18,0.67,0.07,0.00,0.00,0.24,19.29,greenhouse,98,259,1034,70,0.19,0.7586,0.0514,4,188,8,616,lab,98,406,879,104,0.2923,0.6328,0.0749,4,188,8
616,4,99,62,0,32.8,7.3,0.08,16.68,0.68,0.06,0.00,0.00,0.00,17.50,greenhouse,99,630,1294,43,0.3203,0.6579,0.0219,4,189,9,616,lab,99,557,1340,85,0.281,0.6761,0.0429,4,189,9
616,5,100,62,0,19.19,4.19,0.09,18.75,0.60,0.08,0.00,0.00,0.24,19.76,greenhouse,100,480,1952,185,0.1834,0.7459,0.0707,4,190,10,616,lab,100,539,1915,364,0.1913,0.6796,0.1292,4,190,10
616,1,126,65,0,22.84,5.27,0.08,15.60,0.58,0.06,0.00,0.00,0.19,16.51,greenhouse,126,375,1353,92,0.206,0.7434,0.0505,5,246,6,616,lab,126,397,522,50,0.4097,0.5387,0.0516,5,246,6
616,2,127,65,0,24.68,5.56,0.08,16.84,0.59,0.06,0.00,0.00,0.07,17.64,greenhouse,127,168,668,95,0.1805,0.7175,0.102,5,247,7,616,lab,127,265,447,23,0.3605,0.6082,0.0313,5,247,7
616,3,128,65,0,14.01,2.88,0.11,20.73,0.64,0.08,0.00,0.00,0.26,21.82,greenhouse,128,170,375,17,0.3025,0.6673,0.0302,5,248,8,616,lab,128,348,284,27,0.5281,0.431,0.041,5,248,8
616,4,129,65,0,17.14,3.83,0.09,17.44,0.57,0.07,0.00,0.00,0.07,18.25,greenhouse,129,826,1258,151,0.3696,0.5629,0.0676,5,249,9,616,lab,129,511,607,58,0.4345,0.5162,0.0493,5,249,9
616,5,130,65,0,19.42,4.17,0.10,18.88,0.59,0.08,0.00,0.00,0.25,19.89,greenhouse,130,364,1475,177,0.1806,0.7316,0.0878,5,250,10,616,lab,130,524,438,11,0.5385,0.4502,0.0113,5,250,10
616,1,156,69,5,26.21,6,0.10,14.49,0.44,0.05,0.00,0.00,0.07,15.15,greenhouse,156,183,1010,94,0.1422,0.7848,0.073,6,306,6,616,lab,156,316,705,69,0.2899,0.6468,0.0633,6,306,6
616,2,157,69,0,24.48,5.49,0.11,17.25,0.53,0.06,0.00,0.00,0.20,18.14,greenhouse,157,106,697,47,0.1247,0.82,0.0553,6,307,7,616,lab,157,356,1223,151,0.2058,0.7069,0.0873,6,307,7
616,3,158,69,0,17.48,3.76,0.11,18.12,0.56,0.07,0.00,0.00,0.21,19.07,greenhouse,158,181,731,88,0.181,0.731,0.088,6,308,8,616,lab,158,352,1044,116,0.2328,0.6905,0.0767,6,308,8
616,4,159,69,10,27.87,6.71,0.08,13.18,0.30,0.11,0.00,0.00,0.18,13.85,greenhouse,159,430,3363,362,0.1035,0.8094,0.0871,6,309,9,616,lab,159,175,773,90,0.1686,0.7447,0.0867,6,309,9
616,5,160,69,5,30.68,6.72,0.11,16.76,0.50,0.07,0.00,0.00,0.09,17.52,greenhouse,160,307,938,85,0.2308,0.7053,0.0639,6,310,10,616,lab,160,145,661,20,0.1755,0.8002,0.0242,6,310,10
616,1,186,72,10,18.67,4.06,0.10,15.04,0.40,0.05,0.00,0.00,0.05,15.65,greenhouse,186,193,650,109,0.2027,0.6828,0.1145,7,366,6,616,lab,186,387,538,13,0.4126,0.5736,0.0139,7,366,6
616,2,187,72,5,19.77,4.43,0.13,16.24,0.46,0.07,0.00,0.00,0.06,16.96,greenhouse,187,233,1114,90,0.1621,0.7752,0.0626,7,367,7,616,lab,187,524,930,50,0.3484,0.6184,0.0332,7,367,7
616,3,188,72,10,16.88,3.87,0.12,17.24,0.49,0.07,0.00,0.00,0.06,17.97,greenhouse,188,600,1589,142,0.2574,0.6817,0.0609,7,368,8,616,lab,188,352,779,69,0.2933,0.6492,0.0575,7,368,8
616,4,189,72,0,10.36,2.3,0.19,14.52,0.38,0.06,0.00,0.00,0.08,15.23,greenhouse,189,773,1642,136,0.303,0.6437,0.0533,7,369,9,616,lab,189,402,395,21,0.4914,0.4829,0.0257,7,369,9
616,5,190,72,10,16.27,3.66,0.16,15.83,0.42,0.04,0.00,0.00,0.29,16.76,greenhouse,190,469,1458,297,0.2109,0.6556,0.1335,7,370,10,616,lab,190,975,2113,237,0.2932,0.6355,0.0713,7,370,10
616,1,216,76,10,21.01,4.48,0.08,14.30,0.33,0.03,0.00,0.00,0.05,14.80,,,,,,,,,,,,,,,,,,,,,,,
616,2,217,76,20,24.98,5.35,0.12,15.45,0.38,0.04,0.00,0.00,0.05,16.03,,,,,,,,,,,,,,,,,,,,,,,
616,3,218,76,25,9.59,2.11,0.13,17.79,0.49,0.05,0.00,0.00,0.10,18.57,,,,,,,,,,,,,,,,,,,,,,,
616,4,219,76,20,19.79,4.58,0.09,14.40,0.45,0.05,0.00,0.00,0.05,15.04,,,,,,,,,,,,,,,,,,,,,,,
616,5,220,76,20,19.98,2.61,0.11,16.22,0.35,0.06,0.00,0.00,0.05,16.80,,,,,,,,,,,,,,,,,,,,,,,
616,1,246,79,20,22.95,,0.10,12.45,0.25,0.00,0.00,0.00,0.11,12.90,greenhouse,246,135,628,91,0.1581,0.7354,0.1066,9,486,6,616,lab,246,300,377,18,0.4317,0.5424,0.0259,9,486,6
616,2,247,79,20,15.2,,0.09,14.39,0.31,0.03,0.00,0.00,0.13,14.95,greenhouse,247,224,608,54,0.2528,0.6862,0.0609,9,487,7,616,lab,247,195,522,117,0.2338,0.6259,0.1403,9,487,7
616,3,248,79,30,13.26,,0.11,14.99,0.44,0.06,0.00,0.00,0.05,15.65,greenhouse,248,284,882,172,0.2123,0.6592,0.1286,9,488,8,616,lab,248,232,316,28,0.4028,0.5486,0.0486,9,488,8
616,4,249,79,20,14.47,,0.11,16.00,0.41,0.06,0.00,0.00,0.09,16.66,greenhouse,249,678,1077,100,0.3655,0.5806,0.0539,9,489,9,616,lab,249,403,516,32,0.4238,0.5426,0.0336,9,489,9
616,5,250,79,25,17.1,,0.09,13.98,0.28,0.05,0.00,0.00,0.06,14.46,greenhouse,250,644,1575,338,0.2519,0.616,0.1322,9,490,10,616,lab,250,319,342,24,0.4657,0.4993,0.035,9,490,10
202,1,11,51,0,12.18,2.38,2.35,1.65,0.54,0.00,0.00,0.00,0.13,4.68,greenhouse,11,210,94,4,0.6818,0.3052,0.013,1,11,11,202,,,,,,,,,,,
202,2,12,51,0,9.48,1.89,2.05,1.35,0.41,0.00,0.00,0.00,0.16,3.97,greenhouse,12,33,23,1,0.5789,0.4035,0.0175,1,12,12,202,,,,,,,,,,,
202,3,13,51,0,13.1,2.86,2.27,1.67,0.34,0.00,0.00,0.00,0.15,4.44,greenhouse,13,130,24,4,0.8228,0.1519,0.0253,1,13,13,202,,,,,,,,,,,
202,4,14,51,0,13.49,3.02,2.34,2.41,0.44,0.00,0.00,0.00,0.17,5.36,greenhouse,14,146,63,10,0.6667,0.2877,0.0457,1,14,14,202,,,,,,,,,,,
202,5,15,51,0,8.29,2.96,2.19,1.54,0.35,0.00,0.00,0.00,0.17,4.24,greenhouse,15,69,39,1,0.633,0.3578,0.0092,1,15,15,202,,,,,,,,,,,
202,1,41,55,0,19.5,3.77,3.14,2.21,0.38,0.00,0.00,0.00,0.22,5.94,,,,,,,,,,,,,,,,,,,,,,,
202,2,42,55,0,16,3.18,4.22,2.99,0.50,0.00,0.06,0.00,0.33,8.09,,,,,,,,,,,,,,,,,,,,,,,
202,3,43,55,0,16.1,3.3,2.96,2.11,0.39,0.00,0.00,0.00,0.37,5.83,,,,,,,,,,,,,,,,,,,,,,,
202,4,44,55,0,14.41,2.86,2.72,1.90,0.32,0.00,0.00,0.00,0.22,5.16,,,,,,,,,,,,,,,,,,,,,,,
202,5,45,55,0,19.19,3.83,3.40,2.37,0.41,0.00,0.00,0.00,0.19,6.37,,,,,,,,,,,,,,,,,,,,,,,
202,1,71,58,0,17.32,3.78,5.96,4.57,0.66,0.00,0.06,0.00,0.17,11.42,greenhouse,71,1214,196,7,0.8567,0.1383,0.0049,3,131,11,202,lab,71,182,305,53,0.337,0.5648,0.0981,3,131,11
202,2,72,58,0,23,4.84,4.08,3.01,0.43,0.00,0.00,0.00,0.17,7.70,greenhouse,72,564,138,6,0.7966,0.1949,0.0085,3,132,12,202,lab,72,74,20,2,0.7708,0.2083,0.0208,3,132,12
202,3,73,58,0,20.22,4.42,3.55,2.57,0.36,0.00,0.00,0.00,0.15,6.63,greenhouse,73,326,90,9,0.7671,0.2118,0.0212,3,133,13,202,lab,73,139,47,16,0.6881,0.2327,0.0792,3,133,13
202,4,74,58,0,20.64,4.51,3.41,2.45,0.35,0.00,0.00,0.00,0.13,6.34,greenhouse,74,340,104,15,0.7407,0.2266,0.0327,3,134,14,202,lab,74,403,110,19,0.7575,0.2068,0.0357,3,134,14
202,5,75,58,0,23.22,5.02,3.07,2.26,0.31,0.00,0.00,0.00,0.13,5.77,greenhouse,75,301,71,7,0.7942,0.1873,0.0185,3,135,15,202,lab,75,197,70,7,0.719,0.2555,0.0255,3,135,15
202,1,101,62,0,21.08,4.44,7.51,5.78,0.84,0.00,0.06,0.00,0.23,14.42,greenhouse,101,479,658,5,0.4194,0.5762,0.0044,4,191,11,202,lab,101,267,429,36,0.3648,0.5861,0.0492,4,191,11
202,2,102,62,0,22.14,4.51,6.24,4.73,0.68,0.00,0.06,0.00,0.26,11.96,greenhouse,102,149,278,2,0.3473,0.648,0.0047,4,192,12,202,lab,102,220,556,28,0.2736,0.6915,0.0348,4,192,12
202,3,103,62,0,26.53,5.67,6.83,5.05,0.81,0.00,0.06,0.00,0.23,12.99,greenhouse,103,318,766,20,0.288,0.6938,0.0181,4,193,13,202,lab,103,465,718,41,0.3799,0.5866,0.0335,4,193,13
202,4,104,62,0,18.47,3.87,6.96,5.38,0.82,0.00,0.07,0.00,0.27,13.50,greenhouse,104,319,545,45,0.3509,0.5996,0.0495,4,194,14,202,lab,104,511,769,59,0.3816,0.5743,0.0441,4,194,14
202,5,105,62,0,32.87,6.92,3.52,2.59,0.39,0.00,0.00,0.00,0.10,6.60,greenhouse,105,133,260,5,0.3342,0.6533,0.0126,4,195,15,202,lab,105,312,786,98,0.2609,0.6572,0.0819,4,195,15
202,1,131,65,0,24.51,5.06,6.77,7.51,1.00,0.00,0.06,0.00,0.22,15.56,greenhouse,131,375,503,18,0.4185,0.5614,0.0201,5,251,11,202,lab,131,827,477,31,0.6195,0.3573,0.0232,5,251,11
202,2,132,65,0,24.39,4.97,6.50,5.04,0.91,0.00,0.06,0.00,0.26,12.77,greenhouse,132,276,410,14,0.3943,0.5857,0.02,5,252,12,202,lab,132,291,201,18,0.5706,0.3941,0.0353,5,252,12
202,3,133,65,0,18.51,3.97,6.98,5.37,0.97,0.00,0.06,0.00,0.26,13.64,greenhouse,133,300,613,30,0.3181,0.6501,0.0318,5,253,13,202,lab,133,335,274,4,0.5465,0.447,0.0065,5,253,13
202,4,134,65,0,19.31,3.95,7.09,5.59,1.03,0.00,0.07,0.00,0.12,13.90,greenhouse,134,368,677,23,0.3446,0.6339,0.0215,5,254,14,202,lab,134,478,211,3,0.6908,0.3049,0.0043,5,254,14
202,5,135,65,0,24.63,5.22,6.61,5.06,0.90,0.00,0.06,0.00,0.11,12.75,greenhouse,135,391,573,35,0.3914,0.5736,0.035,5,255,15,202,lab,135,263,152,4,0.6277,0.3628,0.0095,5,255,15
202,1,161,69,0,18.13,3.91,6.18,5.06,0.75,0.00,0.06,0.08,0.17,12.29,greenhouse,161,379,785,21,0.3198,0.6624,0.0177,6,311,11,202,lab,161,356,778,86,0.2918,0.6377,0.0705,6,311,11
202,2,162,69,5,21.94,4.7,4.30,3.31,0.54,0.00,0.05,0.06,0.17,8.43,greenhouse,162,220,543,21,0.2806,0.6926,0.0268,6,312,12,202,lab,162,466,589,42,0.4248,0.5369,0.0383,6,312,12
202,3,163,69,0,22.86,4.94,4.30,3.24,0.56,0.00,0.05,0.00,0.18,8.34,greenhouse,163,277,436,31,0.3723,0.586,0.0417,6,313,13,202,lab,163,164,314,19,0.33,0.6318,0.0382,6,313,13
202,4,164,69,5,33.99,7.31,4.34,3.31,0.58,0.00,0.05,0.00,0.17,8.45,greenhouse,164,607,646,25,0.475,0.5055,0.0196,6,314,14,202,lab,164,82,246,24,0.233,0.6989,0.0682,6,314,14
202,5,165,69,0,32.93,7.3,3.75,2.89,0.51,0.00,0.05,0.06,0.16,7.41,greenhouse,165,647,1327,56,0.3187,0.6537,0.0276,6,315,15,202,lab,165,117,378,26,0.2246,0.7255,0.0499,6,315,15
202,1,191,72,10,26.99,5.87,6.07,5.14,0.67,0.00,0.06,0.00,0.13,12.07,greenhouse,191,326,1020,99,0.2256,0.7059,0.0685,7,371,11,202,lab,191,467,758,68,0.3612,0.5862,0.0526,7,371,11
202,2,192,72,5,15.9,3.41,6.19,4.95,0.66,0.00,0.06,0.00,0.15,12.00,greenhouse,192,371,1349,16,0.2137,0.7771,0.0092,7,372,12,202,lab,192,338,513,71,0.3666,0.5564,0.077,7,372,12
202,3,193,72,0,26.68,5.49,3.31,2.52,0.39,0.00,0.00,0.00,0.22,6.43,greenhouse,193,616,901,25,0.3995,0.5843,0.0162,7,373,13,202,lab,193,435,172,10,0.705,0.2788,0.0162,7,373,13
202,4,194,72,5,13.98,2.92,4.15,3.14,0.44,0.00,0.00,0.00,0.08,7.82,greenhouse,194,278,574,25,0.317,0.6545,0.0285,7,374,14,202,lab,194,374,96,4,0.789,0.2025,0.0084,7,374,14
202,5,195,72,5,30.75,6.53,4.15,3.18,0.48,0.00,0.00,0.00,0.08,7.90,greenhouse,195,869,1550,32,0.3545,0.6324,0.0131,7,375,15,202,lab,195,604,792,41,0.4203,0.5511,0.0285,7,375,15
202,1,221,76,10,16.76,3.43,6.71,5.53,0.81,0.00,0.06,0.00,0.22,13.34,,,,,,,,,,,,,,,,,,,,,,,
202,2,222,76,10,19.36,4.06,4.79,3.90,0.64,0.00,0.05,0.00,0.22,9.60,,,,,,,,,,,,,,,,,,,,,,,
202,3,223,76,5,18.72,3.83,5.94,4.71,0.76,0.00,0.06,0.00,0.26,11.72,,,,,,,,,,,,,,,,,,,,,,,
202,4,224,76,5,18.26,3.71,6.03,4.65,0.72,0.00,0.06,0.00,0.26,11.71,,,,,,,,,,,,,,,,,,,,,,,
202,5,225,76,10,17.24,3.55,5.67,4.51,0.68,0.00,0.06,0.00,0.11,11.04,,,,,,,,,,,,,,,,,,,,,,,
202,1,251,79,20,16.42,,6.16,5.06,0.73,0.00,0.06,0.00,0.27,12.28,greenhouse,251,653,2369,82,0.2104,0.7632,0.0264,9,491,11,202,lab,251,605,553,87,0.4859,0.4442,0.0699,9,491,11
202,2,252,79,20,8.78,,4.49,3.53,0.50,0.00,0.00,0.00,0.28,8.79,greenhouse,252,302,659,61,0.2955,0.6448,0.0597,9,492,12,202,lab,252,451,292,18,0.5926,0.3837,0.0237,9,492,12
202,3,253,79,20,35.13,,4.81,3.76,0.57,0.00,0.06,0.00,0.25,9.44,,,,,,,,,,,,,lab,253,747,730,22,0.4983,0.487,0.0147,9,493,13
202,4,254,79,10,18.55,,5.62,4.47,0.65,0.00,0.06,0.00,0.34,11.14,greenhouse,254,425,1371,107,0.2233,0.7204,0.0562,9,494,14,202,lab,254,165,275,24,0.3556,0.5927,0.0517,9,494,14
202,5,255,79,20,27.37,,4.50,3.58,0.50,0.00,0.06,0.00,0.27,8.91,greenhouse,255,741,1748,85,0.2879,0.6791,0.033,9,495,15,202,lab,255,338,447,7,0.4268,0.5644,0.0088,9,495,15
1416-3,1,16,51,0,16.15,3.3,0.07,6.58,0.26,0.06,0.00,0.00,0.11,7.08,greenhouse,16,333,456,141,0.3581,0.4903,0.1516,1,16,16,1416-3,,,,,,,,,,,
1416-3,2,17,51,0,16.4,3.6,0.14,14.80,0.54,0.15,0.00,0.00,0.20,15.83,greenhouse,17,32,532,99,0.0483,0.8024,0.1493,1,17,17,1416-3,,,,,,,,,,,
1416-3,3,18,51,0,11.5,2.57,1.40,9.93,0.65,0.09,0.00,0.00,0.19,12.27,greenhouse,18,408,707,86,0.3397,0.5887,0.0716,1,18,18,1416-3,,,,,,,,,,,
1416-3,4,19,51,0,16.67,3.67,0.10,12.57,0.59,0.12,0.00,0.00,0.17,13.55,greenhouse,19,511,796,62,0.3733,0.5814,0.0453,1,19,19,1416-3,,,,,,,,,,,
1416-3,5,20,51,0,14.37,3.16,0.11,14.89,0.63,0.14,0.00,0.00,0.47,16.24,greenhouse,20,238,649,66,0.2497,0.681,0.0693,1,20,20,1416-3,,,,,,,,,,,
1416-3,1,46,55,0,20.1,4.36,0.10,15.00,0.63,0.12,0.00,0.00,0.13,15.98,,,,,,,,,,,,,,,,,,,,,,,
1416-3,2,47,55,0,9.9,2.21,0.09,13.40,0.52,0.11,0.00,0.00,0.14,14.26,,,,,,,,,,,,,,,,,,,,,,,
1416-3,3,48,55,0,16.94,3.64,0.10,15.37,0.64,0.11,0.00,0.00,0.13,16.35,,,,,,,,,,,,,,,,,,,,,,,
1416-3,4,49,55,0,18.36,3.92,0.08,12.73,0.52,0.10,0.00,0.00,0.13,13.57,,,,,,,,,,,,,,,,,,,,,,,
1416-3,5,50,55,0,12.84,2.88,0.10,15.05,0.50,0.11,0.00,0.00,0.21,15.97,,,,,,,,,,,,,,,,,,,,,,,
1416-3,1,76,58,0,31.24,7.48,0.07,12.09,0.33,0.10,0.00,0.00,0.00,12.60,greenhouse,76,1568,821,47,0.6437,0.337,0.0193,3,136,16,1416-3,lab,76,321,682,198,0.2673,0.5679,0.1649,3,136,16
1416-3,2,77,58,0,12.38,2.92,0.11,17.91,0.43,0.15,0.00,0.00,0.18,18.78,greenhouse,77,526,1307,526,0.223,0.554,0.223,3,137,17,1416-3,lab,77,129,205,53,0.3333,0.5297,0.137,3,137,17
1416-3,3,78,58,0,23.28,5.31,0.10,15.10,0.44,0.13,0.00,0.00,0.13,15.90,greenhouse,78,1120,492,65,0.6679,0.2934,0.0388,3,138,18,1416-3,lab,78,180,111,12,0.5941,0.3663,0.0396,3,138,18
1416-3,4,79,58,0,24.87,5.97,0.17,10.93,0.34,0.08,0.00,0.00,0.10,11.60,greenhouse,79,1405,704,60,0.6478,0.3246,0.0277,3,139,19,1416-3,lab,79,139,109,20,0.5187,0.4067,0.0746,3,139,19
1416-3,5,80,58,0,13.44,2.99,0.09,14.19,0.37,0.10,0.00,0.00,0.10,14.85,greenhouse,80,658,222,36,0.7183,0.2424,0.0393,3,140,20,1416-3,lab,80,120,65,7,0.625,0.3385,0.0365,3,140,20
1416-3,1,106,62,0,24.99,5.92,0.10,16.25,0.37,0.14,0.00,0.00,0.18,17.04,greenhouse,106,194,1036,201,0.1356,0.724,0.1405,4,196,16,1416-3,lab,106,294,565,229,0.2702,0.5193,0.2105,4,196,16
1416-3,2,107,62,0,14.99,3.61,0.11,19.34,0.38,0.18,0.00,0.00,0.40,20.42,greenhouse,107,54,492,78,0.0865,0.7885,0.125,4,197,17,1416-3,lab,107,186,748,176,0.1676,0.6739,0.1586,4,197,17
1416-3,3,108,62,0,16.43,3.79,0.10,17.41,0.45,0.15,0.00,0.00,0.09,18.21,greenhouse,108,192,1536,210,0.0991,0.7926,0.1084,4,198,18,1416-3,lab,108,807,2015,327,0.2563,0.6399,0.1038,4,198,18
1416-3,4,109,62,0,18.03,4.31,0.09,17.53,0.44,0.14,0.00,0.00,0.21,18.41,greenhouse,109,500,1397,196,0.2389,0.6675,0.0936,4,199,19,1416-3,lab,109,723,1796,409,0.2469,0.6134,0.1397,4,199,19
1416-3,5,110,62,0,11.63,2.7,0.10,16.05,0.34,0.11,0.00,0.00,0.21,16.81,greenhouse,110,130,1036,35,0.1082,0.8626,0.0291,4,200,20,1416-3,lab,110,484,858,69,0.343,0.6081,0.0489,4,200,20
1416-3,1,136,65,5,16.67,3.99,0.14,15.84,0.38,0.13,0.00,0.00,0.10,16.61,greenhouse,136,113,985,200,0.0871,0.7589,0.1541,5,256,16,1416-3,lab,136,338,440,54,0.4062,0.5288,0.0649,5,256,16
